customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,Cuentas_Diarias,tenure_interval,TotalPayed,TotalPayed_interval
6121-TNHBO,0,0,1,0,0,63,1,1,0,1,1,1,1,1,0,1,0,2,83.0,5243.05,2.7666666666666666,"(60, 66]",5229.0,"(5000, 5500]"
6121-VZNQB,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,19.1,19.1,0.6366666666666667,"(0, 6]",19.1,"(0, 500]"
6122-EFVKN,0,1,0,0,1,24,0,-1,0,1,0,0,1,0,0,2,0,1,35.75,830.8,1.1916666666666667,"(18, 24]",858.0,"(500, 1000]"
6122-LJADA,0,1,0,1,1,70,1,1,0,1,1,1,1,1,1,2,1,3,90.15,6237.05,3.0050000000000003,"(66, 72]",6310.5,"(6000, 6500]"
6124-ACRHJ,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.75,19.75,0.6583333333333333,"(0, 6]",19.75,"(0, 500]"
6127-ISGTU,1,0,0,1,0,16,1,1,1,0,0,0,0,1,0,0,1,0,84.95,1378.25,2.8316666666666666,"(12, 18]",1359.2,"(1000, 1500]"
6127-IYJOZ,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,45.85,45.85,1.5283333333333333,"(0, 6]",45.85,"(0, 500]"
6128-AQBMT,0,1,1,1,0,41,0,-1,0,0,1,1,0,1,1,0,1,0,53.95,2215.4,1.7983333333333333,"(36, 42]",2211.9500000000003,"(2000, 2500]"
6128-CZOMY,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.65,45.65,1.5216666666666667,"(0, 6]",45.65,"(0, 500]"
6128-DAFVY,0,0,0,0,0,56,0,-1,0,0,0,0,0,1,1,0,1,3,44.85,2564.95,1.495,"(54, 60]",2511.6,"(2500, 3000]"
6131-FOYAS,0,1,0,0,0,35,1,1,0,1,0,1,0,0,0,0,1,0,59.6,2094.9,1.9866666666666668,"(30, 36]",2086.0,"(2000, 2500]"
6131-IUNXN,0,0,0,1,1,19,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,20.2,382.2,0.6733333333333333,"(18, 24]",383.8,"(0, 500]"
6131-JLWZM,0,0,0,0,0,13,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,20.3,275.4,0.6766666666666666,"(12, 18]",263.90000000000003,"(0, 500]"
6133-OZILE,0,0,0,0,0,18,0,-1,0,0,0,1,1,0,0,0,1,0,35.2,607.3,1.1733333333333333,"(12, 18]",633.6,"(500, 1000]"
6134-KWTBV,0,1,0,0,0,62,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,2,23.4,1429.65,0.7799999999999999,"(60, 66]",1450.8,"(1000, 1500]"
6135-OZQVA,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,1,0,53.65,404.35,1.7883333333333333,"(6, 12]",375.55,"(0, 500]"
6137-MFAJN,0,0,0,0,0,48,0,-1,0,1,1,0,0,1,0,0,1,0,44.8,2104.55,1.4933333333333332,"(42, 48]",2150.3999999999996,"(2000, 2500]"
6137-NICCO,0,0,0,1,1,6,1,1,1,0,1,1,0,1,0,0,1,1,94.05,518.75,3.135,"(0, 6]",564.3,"(500, 1000]"
6139-ZZRBQ,0,1,1,0,0,64,1,0,-1,-1,-1,-1,-1,-1,-1,2,1,2,20.05,1198.05,0.6683333333333333,"(60, 66]",1283.2,"(1000, 1500]"
6140-QNRQQ,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,71.55,71.55,2.385,"(0, 6]",71.55,"(0, 500]"
6141-OOXUQ,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.65,19.65,0.6549999999999999,"(0, 6]",19.65,"(0, 500]"
6142-VSJQO,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.35,44.35,1.4783333333333333,"(0, 6]",44.35,"(0, 500]"
6143-JQKEA,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,3,45.8,436.2,1.5266666666666666,"(6, 12]",458.0,"(0, 500]"
6145-NNPNO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.15,44.15,1.4716666666666667,"(0, 6]",44.15,"(0, 500]"
6147-CBCRA,0,0,0,1,0,33,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,20.05,669.45,0.6683333333333333,"(30, 36]",661.65,"(500, 1000]"
6152-ONASV,0,0,0,1,0,68,1,1,0,1,0,0,1,0,0,1,0,2,58.25,3975.7,1.9416666666666667,"(66, 72]",3961.0,"(3500, 4000]"
6156-UZDLF,0,0,0,0,0,26,1,0,1,1,0,1,1,0,0,1,1,3,87.15,2274.1,2.9050000000000002,"(24, 30]",2265.9,"(2000, 2500]"
6158-DWPZT,1,1,0,1,0,9,0,-1,0,0,0,0,0,0,0,1,0,2,24.1,259.8,0.8033333333333333,"(6, 12]",216.9,"(0, 500]"
6158-HDPXZ,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,25.35,25.35,0.8450000000000001,"(0, 6]",25.35,"(0, 500]"
6161-ERDGD,0,1,0,1,1,71,1,1,0,1,0,1,1,1,1,1,0,0,85.45,6300.85,2.8483333333333336,"(66, 72]",6066.95,"(6000, 6500]"
6161-UUUTA,1,1,1,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,79.9,260.9,2.6633333333333336,"(0, 6]",239.70000000000002,"(0, 500]"
6164-HAQTX,0,1,0,0,0,71,0,-1,0,1,1,1,1,1,0,2,0,2,53.95,3888.65,1.7983333333333333,"(66, 72]",3830.4500000000003,"(3500, 4000]"
6164-HXUGH,0,0,0,1,1,6,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.85,119.3,0.6616666666666667,"(0, 6]",119.10000000000001,"(0, 500]"
6166-ILMNY,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.75,144.55,2.325,"(0, 6]",139.5,"(0, 500]"
6166-YIPFO,0,1,0,1,0,72,0,-1,0,1,1,1,1,1,1,2,1,0,64.7,4746.05,2.1566666666666667,"(66, 72]",4658.400000000001,"(4500, 5000]"
6168-WFVVF,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,70.3,235.5,2.3433333333333333,"(0, 6]",210.89999999999998,"(0, 500]"
6168-YBYNP,0,1,0,0,0,59,1,1,1,0,1,1,1,1,1,0,1,0,111.35,6519.75,3.7116666666666664,"(54, 60]",6569.65,"(6500, 7000]"
6169-PGNCD,0,0,0,0,0,57,1,0,0,1,1,1,1,1,0,2,1,3,74.3,4166.35,2.4766666666666666,"(54, 60]",4235.099999999999,"(4000, 4500]"
6169-PPETC,0,1,0,1,1,35,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.5,759.35,0.6833333333333333,"(30, 36]",717.5,"(500, 1000]"
6171-ZTVYB,0,1,0,1,0,43,1,1,0,1,1,0,1,0,0,0,0,2,66.25,2907.35,2.2083333333333335,"(42, 48]",2848.75,"(2500, 3000]"
6172-FECYY,1,1,0,1,1,49,1,1,1,0,0,0,0,1,0,0,0,0,84.5,4254.85,2.816666666666667,"(48, 54]",4140.5,"(4000, 4500]"
6173-GOLSU,0,1,1,1,0,67,1,1,1,0,0,0,0,1,1,0,1,3,94.65,6079.0,3.1550000000000002,"(66, 72]",6341.55,"(6000, 6500]"
6173-ITPWD,1,1,0,1,0,47,1,1,1,0,1,1,0,0,0,0,1,2,83.35,4065.0,2.7783333333333333,"(42, 48]",3917.45,"(3500, 4000]"
6174-NRBTZ,0,1,0,0,0,46,0,-1,0,1,0,0,0,0,0,1,1,2,30.75,1489.3,1.025,"(42, 48]",1414.5,"(1000, 1500]"
6175-IRFIT,0,1,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,1,78.75,426.35,2.625,"(0, 6]",393.75,"(0, 500]"
6176-YJWAS,0,1,0,1,0,72,1,1,1,1,1,1,0,1,0,2,1,3,97.95,7114.25,3.265,"(66, 72]",7052.400000000001,"(7000, 7500]"
6177-PEVRA,0,0,0,0,0,48,1,0,0,1,1,0,0,0,0,2,0,3,55.5,2627.35,1.85,"(42, 48]",2664.0,"(2500, 3000]"
6178-KFNHS,1,0,0,0,1,12,1,1,1,1,0,0,0,0,0,0,1,0,78.3,909.25,2.61,"(6, 12]",939.5999999999999,"(500, 1000]"
6179-GJPSO,1,0,1,0,0,43,1,0,1,1,1,0,1,1,1,0,1,3,108.15,4600.7,3.605,"(42, 48]",4650.45,"(4500, 5000]"
6180-YBIQI,0,1,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,0,1,24.3,100.2,0.81,"(0, 6]",121.5,"(0, 500]"
6181-AXXYF,0,1,0,1,1,72,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,3,24.75,1859.1,0.825,"(66, 72]",1782.0,"(1500, 2000]"
6184-DYUOB,0,0,0,1,0,3,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,19.6,55.25,0.6533333333333334,"(0, 6]",58.800000000000004,"(0, 500]"
6185-TASNN,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,46.3,46.3,1.5433333333333332,"(0, 6]",46.3,"(0, 500]"
6188-UXBBR,0,0,0,1,0,38,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,3,20.25,814.75,0.675,"(36, 42]",769.5,"(500, 1000]"
6194-HBGQN,0,1,0,0,0,51,1,1,0,1,1,1,1,1,0,1,1,3,81.15,4126.2,2.705,"(48, 54]",4138.650000000001,"(4000, 4500]"
6195-MELTI,0,1,0,0,0,57,1,0,0,0,1,0,1,0,0,1,1,1,54.65,3134.7,1.8216666666666665,"(54, 60]",3115.0499999999997,"(3000, 3500]"
6196-HBOBZ,0,1,0,1,0,65,1,1,1,1,1,1,0,1,0,2,1,0,99.35,6347.55,3.3116666666666665,"(60, 66]",6457.75,"(6000, 6500]"
6198-PNNSZ,0,0,0,1,0,56,1,1,1,1,1,1,0,1,1,1,0,2,109.8,6109.65,3.6599999999999997,"(54, 60]",6148.8,"(6000, 6500]"
6198-RTPMF,0,0,0,1,0,17,1,1,1,0,0,0,0,1,1,0,0,0,92.6,1579.7,3.0866666666666664,"(12, 18]",1574.1999999999998,"(1500, 2000]"
6198-ZFIOJ,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,75.6,402.5,2.52,"(0, 6]",378.0,"(0, 500]"
6199-IPCAO,0,0,0,1,1,29,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,1,26.1,692.55,0.87,"(24, 30]",756.9000000000001,"(500, 1000]"
6199-IWKGC,0,0,1,1,0,46,1,1,1,0,0,0,1,1,1,1,0,0,100.25,4753.85,3.341666666666667,"(42, 48]",4611.5,"(4500, 5000]"
6202-DYYFX,0,0,0,0,0,22,1,1,1,0,0,0,0,0,0,1,1,3,76.0,1783.6,2.533333333333333,"(18, 24]",1672.0,"(1500, 2000]"
6202-JVYEU,0,1,0,0,0,9,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,19.9,164.6,0.6633333333333333,"(6, 12]",179.1,"(0, 500]"
6203-HBZPA,0,1,0,0,0,52,0,-1,0,1,1,1,1,1,1,2,0,3,63.9,3334.95,2.13,"(48, 54]",3322.7999999999997,"(3000, 3500]"
6204-IEUXJ,1,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,3,80.1,217.55,2.67,"(0, 6]",240.29999999999998,"(0, 500]"
6207-WIOLX,1,0,0,1,1,25,0,-1,0,1,1,1,0,1,1,0,1,3,58.6,1502.65,1.9533333333333334,"(24, 30]",1465.0,"(1000, 1500]"
6210-KBBPI,1,1,1,0,0,9,1,1,1,0,1,0,0,1,1,0,1,3,99.45,919.4,3.315,"(6, 12]",895.0500000000001,"(500, 1000]"
6211-WHMYA,0,0,1,0,0,64,0,-1,0,0,1,0,1,1,0,0,1,0,43.85,2751.0,1.4616666666666667,"(60, 66]",2806.4,"(2500, 3000]"
6211-WWLTF,0,1,0,1,0,63,1,0,1,1,0,1,0,1,1,2,0,3,99.7,6330.4,3.3233333333333333,"(60, 66]",6281.1,"(6000, 6500]"
6212-ATMLK,0,0,0,0,0,50,1,1,1,0,0,0,0,1,1,0,1,0,95.7,4729.75,3.19,"(48, 54]",4785.0,"(4500, 5000]"
6214-EDAKZ,1,0,0,1,1,22,1,0,0,0,1,0,1,0,0,0,0,0,55.15,1206.05,1.8383333333333334,"(18, 24]",1213.3,"(1000, 1500]"
6215-NQCPY,0,1,0,0,0,15,1,1,1,1,0,0,0,1,1,0,1,0,99.7,1566.75,3.3233333333333333,"(12, 18]",1495.5,"(1000, 1500]"
6217-KDYWC,0,1,0,0,1,57,1,0,-1,-1,-1,-1,-1,-1,-1,2,1,1,19.6,1170.55,0.6533333333333334,"(54, 60]",1117.2,"(1000, 1500]"
6217-TOWGS,0,0,0,1,0,17,1,1,0,0,1,0,0,1,1,0,1,2,75.4,1322.55,2.5133333333333336,"(12, 18]",1281.8000000000002,"(1000, 1500]"
6218-KNUBD,0,1,0,0,0,6,1,0,0,0,1,0,0,1,0,0,0,0,59.45,357.6,1.9816666666666667,"(0, 6]",356.70000000000005,"(0, 500]"
6221-AVQYL,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,3,73.25,131.05,2.441666666666667,"(0, 6]",146.5,"(0, 500]"
6223-DHJGV,0,0,0,0,0,42,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,20.65,958.1,0.6883333333333332,"(36, 42]",867.3,"(500, 1000]"
6227-FBDXH,0,1,0,1,0,69,1,1,1,0,0,1,0,1,1,1,0,2,99.5,6841.45,3.316666666666667,"(66, 72]",6865.5,"(6500, 7000]"
6227-HWPWX,1,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,2,69.0,994.8,2.3,"(12, 18]",1035.0,"(1000, 1500]"
6229-LSCKB,0,1,1,0,0,6,1,0,1,0,0,0,0,1,0,0,1,0,79.7,497.6,2.6566666666666667,"(0, 6]",478.20000000000005,"(0, 500]"
6229-UOLQL,0,1,0,1,1,56,0,-1,0,1,1,0,1,1,0,1,1,1,52.0,2884.9,1.7333333333333334,"(54, 60]",2912.0,"(2500, 3000]"
6230-BSUXY,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,85.0,85.0,2.8333333333333335,"(0, 6]",85.0,"(0, 500]"
6231-WFGFH,0,1,0,1,1,4,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,20.5,77.6,0.6833333333333333,"(0, 6]",82.0,"(0, 500]"
6233-HXJMX,0,0,0,0,0,45,1,1,1,0,0,1,0,0,1,0,1,3,89.3,4192.15,2.9766666666666666,"(42, 48]",4018.5,"(4000, 4500]"
6234-PFPXL,0,1,0,1,0,22,1,1,1,1,0,0,1,1,0,0,0,3,95.9,2234.95,3.1966666666666668,"(18, 24]",2109.8,"(2000, 2500]"
6234-RAAPL,0,0,0,1,1,72,1,1,1,1,1,0,1,1,0,2,0,2,99.9,7251.7,3.33,"(66, 72]",7192.8,"(7000, 7500]"
6235-VDHOM,1,0,1,0,0,5,0,-1,0,0,1,0,0,0,0,0,0,0,28.45,131.05,0.9483333333333334,"(0, 6]",142.25,"(0, 500]"
6240-EURKS,1,0,0,0,1,18,0,-1,0,0,0,0,0,0,1,0,1,0,35.0,553.0,1.1666666666666667,"(12, 18]",630.0,"(500, 1000]"
6242-FEGFD,0,1,0,1,0,66,1,1,1,1,1,1,1,0,0,2,0,1,96.6,6424.25,3.2199999999999998,"(60, 66]",6375.599999999999,"(6000, 6500]"
6242-MBHPK,0,0,1,1,0,23,1,0,1,1,0,0,0,1,1,0,1,0,95.1,2326.05,3.17,"(18, 24]",2187.2999999999997,"(2000, 2500]"
6242-SGYTS,0,1,0,1,1,62,1,1,1,1,1,0,0,1,0,1,1,3,94.95,5791.85,3.165,"(60, 66]",5886.900000000001,"(5500, 6000]"
6243-OZGFH,0,0,0,0,0,23,0,-1,0,0,0,0,0,1,1,0,1,0,44.95,996.85,1.4983333333333335,"(18, 24]",1033.8500000000001,"(1000, 1500]"
6244-BESBM,0,1,0,1,1,69,1,0,1,0,0,0,1,1,1,2,1,3,95.2,6671.7,3.1733333333333333,"(66, 72]",6568.8,"(6500, 7000]"
6248-BSHKG,0,1,0,1,1,61,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,20.4,1226.45,0.6799999999999999,"(60, 66]",1244.3999999999999,"(1000, 1500]"
6248-TKCQV,0,0,0,1,1,70,1,1,0,1,0,0,1,1,1,2,1,2,80.6,5460.2,2.6866666666666665,"(66, 72]",5642.0,"(5500, 6000]"
6250-CGGUN,0,1,0,0,0,54,1,0,1,1,0,1,1,0,0,1,0,0,84.4,4484.05,2.8133333333333335,"(48, 54]",4557.6,"(4500, 5000]"
6252-DFGTK,0,0,0,1,0,37,1,1,0,1,0,1,1,0,0,1,0,3,68.1,2479.25,2.27,"(36, 42]",2519.7,"(2500, 3000]"
6253-GNHWH,0,0,0,1,1,71,1,1,0,1,1,1,1,0,0,2,0,1,71.1,5224.95,2.3699999999999997,"(66, 72]",5048.099999999999,"(5000, 5500]"
6253-WRFHY,0,1,0,1,1,13,1,0,0,0,0,0,0,1,1,1,1,0,64.75,877.35,2.158333333333333,"(12, 18]",841.75,"(500, 1000]"
6257-DTAYD,0,1,0,1,0,71,1,1,1,0,1,0,1,1,1,2,1,3,104.15,7365.3,3.4716666666666667,"(66, 72]",7394.650000000001,"(7000, 7500]"
6257-RJOHI,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,50.8,202.3,1.6933333333333331,"(0, 6]",203.2,"(0, 500]"
6258-NGCNG,0,1,0,0,0,7,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,23.5,173.0,0.7833333333333333,"(6, 12]",164.5,"(0, 500]"
6258-PVZWJ,0,1,0,1,0,68,1,1,0,1,1,1,1,1,1,2,1,3,90.8,6302.85,3.0266666666666664,"(66, 72]",6174.4,"(6000, 6500]"
6259-WJQLC,0,1,1,0,0,32,1,1,1,0,0,1,0,0,0,0,1,3,81.1,2619.25,2.703333333333333,"(30, 36]",2595.2,"(2500, 3000]"
6260-ONULR,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,62.8,62.8,2.0933333333333333,"(0, 6]",62.8,"(0, 500]"
6260-XLACS,0,1,0,0,0,4,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,19.7,117.8,0.6566666666666666,"(0, 6]",78.8,"(0, 500]"
6261-LHRTG,0,0,0,0,0,26,1,0,0,0,1,1,0,0,0,0,1,3,54.75,1406.9,1.825,"(24, 30]",1423.5,"(1000, 1500]"
6261-RCVNS,1,0,0,0,0,42,1,0,0,1,1,1,1,0,1,1,0,3,73.9,3160.55,2.4633333333333334,"(36, 42]",3103.8,"(3000, 3500]"
6265-FRMTQ,0,1,0,0,0,31,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.4,609.1,0.6799999999999999,"(30, 36]",632.4,"(500, 1000]"
6265-SXWBU,0,1,0,1,1,69,1,1,1,0,1,1,0,1,0,1,0,3,95.75,6511.25,3.191666666666667,"(66, 72]",6606.75,"(6500, 7000]"
6266-QHOJZ,0,0,0,0,0,65,1,1,1,1,1,0,1,0,0,1,1,0,89.85,5844.65,2.9949999999999997,"(60, 66]",5840.25,"(5500, 6000]"
6267-DCFFZ,0,0,1,1,0,30,1,1,1,0,1,0,0,1,0,0,1,0,90.05,2627.2,3.0016666666666665,"(24, 30]",2701.5,"(2500, 3000]"
6270-OMFIW,1,1,0,1,0,60,1,0,1,0,1,0,0,1,1,1,1,0,94.4,5610.25,3.146666666666667,"(54, 60]",5664.0,"(5500, 6000]"
6275-YDUVO,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,1,86.2,178.7,2.8733333333333335,"(0, 6]",172.4,"(0, 500]"
6278-FEPBZ,0,0,0,0,0,9,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,20.25,186.15,0.675,"(6, 12]",182.25,"(0, 500]"
6281-FKEWS,0,0,0,0,0,44,0,-1,0,0,0,1,0,1,1,1,1,0,49.05,2265.0,1.635,"(42, 48]",2158.2,"(2000, 2500]"
6283-GITPX,0,1,0,0,1,71,1,0,0,1,1,1,1,1,0,2,1,3,76.9,5522.7,2.5633333333333335,"(66, 72]",5459.900000000001,"(5000, 5500]"
6284-AHOOQ,1,1,1,0,0,22,1,1,1,0,0,0,1,1,0,0,1,2,90.5,1910.6,3.0166666666666666,"(18, 24]",1991.0,"(1500, 2000]"
6284-KMNUF,0,0,0,1,0,56,1,1,1,1,0,0,0,1,1,1,1,0,98.0,5270.6,3.2666666666666666,"(54, 60]",5488.0,"(5000, 5500]"
6285-FTQBF,0,1,0,1,1,72,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,3,25.55,1867.7,0.8516666666666667,"(66, 72]",1839.6000000000001,"(1500, 2000]"
6286-SUUWT,0,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.95,19.95,0.6649999999999999,"(0, 6]",19.95,"(0, 500]"
6286-ZHAOK,0,0,0,1,1,20,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,2,25.55,507.4,0.8516666666666667,"(18, 24]",511.0,"(500, 1000]"
6288-CHQJB,0,0,0,1,1,54,1,0,0,1,0,1,1,0,1,2,0,2,69.95,3871.85,2.3316666666666666,"(48, 54]",3777.3,"(3500, 4000]"
6288-LBEAR,0,0,0,0,0,23,1,0,1,0,1,0,1,0,0,0,1,1,79.1,1783.75,2.6366666666666663,"(18, 24]",1819.3,"(1500, 2000]"
6289-CPNLD,1,1,0,1,1,33,1,0,0,0,0,1,1,1,1,1,1,1,73.9,2405.05,2.4633333333333334,"(30, 36]",2438.7000000000003,"(2000, 2500]"
6292-TOSSS,0,1,0,0,0,50,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,2,24.9,1195.25,0.83,"(48, 54]",1245.0,"(1000, 1500]"
6295-OSINB,0,1,0,1,0,72,1,1,1,1,1,1,0,1,1,2,1,0,109.65,7880.25,3.6550000000000002,"(66, 72]",7894.8,"(7500, 8000]"
6296-DDOOR,0,0,0,0,0,19,1,0,0,0,1,0,0,1,0,1,0,0,58.2,1045.25,1.9400000000000002,"(18, 24]",1105.8,"(1000, 1500]"
6297-NOOPG,0,0,0,1,0,70,1,1,1,0,1,1,1,1,1,2,1,0,110.5,7752.05,3.683333333333333,"(66, 72]",7735.0,"(7500, 8000]"
6298-QDFNH,1,1,0,0,0,22,1,1,1,0,1,0,0,0,0,0,1,0,79.35,1730.35,2.645,"(18, 24]",1745.6999999999998,"(1500, 2000]"
6300-BWMJX,0,0,0,1,0,59,1,1,1,0,0,1,1,1,0,0,0,0,93.35,5386.5,3.1116666666666664,"(54, 60]",5507.65,"(5500, 6000]"
6302-JGYRJ,1,1,0,0,1,31,1,1,0,0,1,0,1,1,1,1,1,1,79.45,2587.7,2.6483333333333334,"(30, 36]",2462.9500000000003,"(2000, 2500]"
6303-KFWSL,0,0,0,0,0,29,1,1,0,0,1,0,0,0,0,1,1,0,55.25,1620.2,1.8416666666666666,"(24, 30]",1602.25,"(1500, 2000]"
6304-IJFSQ,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,1,49.9,130.1,1.6633333333333333,"(0, 6]",149.7,"(0, 500]"
6305-YLBMM,1,1,0,0,0,69,1,0,1,0,1,1,1,1,1,1,1,2,104.05,7262.0,3.4683333333333333,"(66, 72]",7179.45,"(7000, 7500]"
6308-CQRBU,0,0,0,1,0,71,1,1,1,0,1,1,1,1,1,2,0,0,109.25,7707.7,3.6416666666666666,"(66, 72]",7756.75,"(7500, 8000]"
6311-UEUME,1,0,0,0,0,29,1,0,1,0,0,0,0,1,0,0,1,0,78.9,2384.15,2.6300000000000003,"(24, 30]",2288.1000000000004,"(2000, 2500]"
6313-GIDIT,1,1,1,0,0,53,0,-1,0,0,1,1,0,1,1,0,1,0,54.45,2854.55,1.8150000000000002,"(48, 54]",2885.8500000000004,"(2500, 3000]"
6317-YPKDH,1,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,2,29.95,29.95,0.9983333333333333,"(0, 6]",29.95,"(0, 500]"
6319-IEJWJ,1,1,0,1,1,20,1,0,1,0,0,0,0,1,1,0,1,0,90.2,1776.55,3.006666666666667,"(18, 24]",1804.0,"(1500, 2000]"
6319-QSUSR,0,0,0,0,1,11,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,3,19.7,216.2,0.6566666666666666,"(6, 12]",216.7,"(0, 500]"
6322-HRPFA,0,1,0,1,1,49,1,0,0,1,1,0,1,0,0,0,0,3,59.6,2970.3,1.9866666666666668,"(48, 54]",2920.4,"(2500, 3000]"
6322-PJJDJ,0,1,0,1,0,49,1,0,1,0,1,0,0,1,1,2,1,0,94.8,4690.65,3.1599999999999997,"(48, 54]",4645.2,"(4500, 5000]"
6323-AYBRX,1,1,0,0,0,59,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,19.35,1099.6,0.645,"(54, 60]",1141.65,"(1000, 1500]"
6326-MTTXK,1,1,0,0,0,8,1,1,1,0,1,0,0,1,1,0,0,0,100.85,819.55,3.3616666666666664,"(6, 12]",806.8,"(500, 1000]"
6328-ZPBGN,1,0,1,0,0,11,1,1,1,0,0,0,0,1,1,0,1,2,95.15,997.65,3.171666666666667,"(6, 12]",1046.65,"(1000, 1500]"
6330-JKLPC,1,1,0,1,0,11,1,1,1,0,1,0,0,0,0,0,1,2,80.5,896.9,2.683333333333333,"(6, 12]",885.5,"(500, 1000]"
6331-EWIEB,1,1,0,0,0,20,1,1,1,0,0,0,0,1,0,0,1,0,85.25,1734.5,2.841666666666667,"(18, 24]",1705.0,"(1500, 2000]"
6331-LWDTQ,1,1,0,0,0,10,1,1,0,0,0,0,0,1,1,0,1,3,72.15,794.25,2.4050000000000002,"(6, 12]",721.5,"(500, 1000]"
6332-FBZRI,0,1,0,1,1,67,1,1,0,1,1,1,1,0,0,1,1,3,69.35,4653.25,2.3116666666666665,"(66, 72]",4646.45,"(4500, 5000]"
6333-YDVLT,0,1,0,0,0,65,1,1,1,1,0,1,1,1,1,1,1,3,110.0,7138.65,3.6666666666666665,"(60, 66]",7150.0,"(7000, 7500]"
6338-AVWCY,1,1,0,0,0,3,0,-1,0,0,0,1,0,1,0,0,1,1,40.15,130.75,1.3383333333333334,"(0, 6]",120.44999999999999,"(0, 500]"
6339-DKLMK,0,0,0,0,0,13,0,-1,0,0,1,0,0,0,0,0,1,0,31.65,389.95,1.055,"(12, 18]",411.45,"(0, 500]"
6339-RZCBJ,0,1,0,0,0,48,1,0,0,0,1,1,1,1,1,2,0,3,78.9,3771.5,2.6300000000000003,"(42, 48]",3787.2000000000003,"(3500, 4000]"
6339-TBELP,0,1,0,0,0,71,1,1,1,0,0,1,1,0,0,2,1,3,86.4,6172.0,2.8800000000000003,"(66, 72]",6134.400000000001,"(6000, 6500]"
6339-YPSAH,0,1,0,0,0,9,1,0,1,0,0,1,0,0,0,0,1,0,73.8,704.3,2.46,"(6, 12]",664.1999999999999,"(500, 1000]"
6340-DACFT,0,0,0,1,1,50,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,20.55,1070.25,0.685,"(48, 54]",1027.5,"(1000, 1500]"
6341-AEVKX,0,0,0,1,0,62,1,0,1,1,0,1,1,1,1,1,1,0,104.3,6613.65,3.4766666666666666,"(60, 66]",6466.599999999999,"(6000, 6500]"
